_identifiers-1	_parent_digital_objects-1.identifier	_digital_object_type.string_key	Master assets filenames	_import_file.original_file_path	_import_file.import_path	_import_file.import_type	Service (Mezzanine) assets filenames	_import_file.service_copy_import_path	_import_file.service_copy_import_type	Access (Streaming) assets filenames	_import_file.access_copy_import_path	_project.string_key	_publish	_publish_targets-1.string_key	_restrictions.restricted_size_image	abstract-1:abstract_value	accession_number-1:accession_number_value	alternative_title-1:alternative_title_value	archivesspace_identifier-1:archivesspace_identifier_value	clio_identifier-1:clio_identifier_value	collection-1:collection_term.value	collection-1:collection_term.uri	collection-1:collection_archival_series-1:collection_archival_series_part-1:collection_archival_series_part_title	collection-1:collection_archival_series-1:collection_archival_series_part-1:collection_archival_series_part_type	collection-1:collection_archival_series-1:collection_archival_series_part-1:collection_archival_series_part_level	collection-1:collection_archival_series-1:collection_archival_series_part-2:collection_archival_series_part_title	collection-1:collection_archival_series-1:collection_archival_series_part-2:collection_archival_series_part_type	collection-1:collection_archival_series-1:collection_archival_series_part-2:collection_archival_series_part_level	collection-1:collection_archival_series-1:collection_archival_series_part-3:collection_archival_series_part_title	collection-1:collection_archival_series-1:collection_archival_series_part-3:collection_archival_series_part_type	collection-1:collection_archival_series-1:collection_archival_series_part-3:collection_archival_series_part_level	coordinates-1:coordinates_value	copyright_note-1:copyright_note_value	culture-1:culture_term.value	date_created_textual-1:date_created_textual_value	date_created-1:date_created_start_value	date_created-1:date_created_end_value	date_created-1:date_created_type	date_created-1:date_created_key_date	digital_origin-1:digital_origin_value	embargo_release_date-1:embargo_release_date_value	extent-1:extent_value	extent-2:extent_value	form-1:form_term.value	frequency-1:frequency_term.authority	genre-1:genre_term.value	internal_note-1:internal_note_value	internal_note-2:internal_note_value	internal_note-3:internal_note_value	internal_note-4:internal_note_value	internal_note-5:internal_note_value	internal_note-6:internal_note_value	internal_note-7:internal_note_value	internal_note-8:internal_note_value	internal_note-9:internal_note_value	language-1:language_term.value	location-1:location_term.value	location-1:location_term.uri	location-1:location_shelf_location-1:location_shelf_location_box_number	location-1:location_shelf_location-1:location_shelf_location_folder_number	location-1:location_shelf_location-1:location_shelf_location_free_text	location-1:location_shelf_location-1:location_shelf_location_item_number	location-1:location_sublocation	name-1:name_term.value	name-1:name_usage_primary	note-1:note_type	note-1:note_value	note-2:note_type	note-2:note_value	note-3:note_type	note-3:note_value	note-4:note_type	note-4:note_value	note-5:note_type	note-5:note_value	note-6:note_type	note-6:note_value	note-7:note_type	note-7:note_value	note-8:note_type	note-8:note_value	note-9:note_type	note-9:note_value	note-10:note_type	note-10:note_value	note_derived_from-1:note_derived_from_value	object_in_context_url-1:object_in_context_url_value	omeka_identifier-1:omeka_identifier_value	order_number-1:order_number_value	place_of_origin-1:place_of_origin_value	publish_note-1:publish_note_value	publisher-1:publisher_value	restriction_on_access-1:restriction_on_access_value	restriction_on_access-1:restriction_on_access_location-1:restriction_on_access_location_term.value	restriction_on_access-2:restriction_on_access_affiliation-1:restriction_on_access_affiliation_value	restriction_on_access-2:restriction_on_access_value	series-1:series_title	series-1:series_issn	series-1:series_number	subject_geographic-1:subject_geographic_term.value	subject_hierarchical_geographic-1:subject_hierarchical_geographic_country_text_value	subject_hierarchical_geographic-1:subject_hierarchical_geographic_region_text_value	subject_hierarchical_geographic-1:subject_hierarchical_geographic_state_text_value	subject_hierarchical_geographic-1:subject_hierarchical_geographic_area-1:subject_hierarchical_geographic_area_value	subject_hierarchical_geographic-1:subject_hierarchical_geographic_county_text_value	subject_hierarchical_geographic-1:subject_hierarchical_geographic_borough_text_value	subject_hierarchical_geographic-1:subject_hierarchical_geographic_city-1:subject_hierarchical_geographic_city_value	subject_hierarchical_geographic-1:subject_hierarchical_geographic_neighborhood_text_value	subject_hierarchical_geographic-1:subject_hierarchical_geographic_zip_code_text_value	subject_hierarchical_geographic-1:subject_hierarchical_geographic_street-1:subject_hierarchical_geographic_street_value	subject_name-1:subject_name_term.value	subject_title-1:subject_title_term.value	subject_topic-1:subject_topic_term.value	table_of_contents_value	title-1:title_non_sort_portion	title-1:title_sort_portion	type_of_resource-1:type_of_resource_value	use_and_reproduction-1:use_and_reproduction_term.value
RBML_BobFass_11749061_BF4644_01		item										TBM	TRUE	DLC	Not applicable to sound recording	Finding aid content summary: Kletz-Jones concertina	cul:artProperties_1987.078		cul:as:id_078	8277008	Bob Fass papers, circa 1960-2011	http://id.library.columbia.edu/term/cb3164d0-5fb5-4f85-aa7c-767308f2f4cb	Series I: Radio Unnameable, 1963-2011	series	1	Subseries I.4: Radio Unnameable, 1990-2011	subseries	2	Sub-subseries IV: Village Green Preservation Society, 1965-1983	otherlevel:sub-subseries	3	40.8071016,-73.9575438	Copyright for this file is very complicated	Meiji;High Classical	1986 February 01 - 1999 December 31	1986-02-01	1999-12-31		TRUE	reformatted digital		00:31:52.472	32 minutes	sound recordings;mixed materials		Radio call-in shows;Popular music radio programs	Barcode: CCOH082813		Notes on quality and contents: Audio only in left channel		Year digitized: 2019	Condition note: Broken tape				English	Rare Book & Manuscript Library, Columbia University		Box 193	testSet_Folder_078		testSet_BF0078	Archives	Fass, Bob, 1933---Host--Former owner;Holmes, Jake--Director--Performer	TRUE	BF number	BF4644	Original format	audio compact cassette			Base material	Polyester	Acquisition	Gift of Bob Fass	Additional physical form	Compact disc						"RBML copy: Inscribed at top right in blue ink: ""My dear Bob, all the best.  Flo Kennedy, 73"						cul:pdcd:customOrder_078	New York (N.Y.)		WBAI Radio (New York, N.Y.)					Radio unnameable	1778-0234	78	Los Angeles (Calif.);Warwick (N.Y.)	United States of America	North America	New York	Northeast	New York	Manhattan	New York	Morningside Heights	10027	114th Street	Guff, John;Guillery, Adrian, 1940-;Guillory, Adrian;Gulf Tower (Pittsburgh, Pa.)	Whole Earth catalog (Menlo Park, Calif.);Subotnick, Morton. Play, no. 3	Arrest;Government, Resistance to;Art and race;Heart--Sounds			Radio Unnameable 1986 February 01	sound recording	In copyright
RBML_BobFass_11749061_BF4644_01_001	RBML_BobFass_11749061_BF4644_01	asset	RBML_BobFass_11749061_BF4644_01_01_m.wav	RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF4644/Master/RBML_BobFass_11749061_BF4644_01_01_m.wav	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF4644/Master/RBML_BobFass_11749061_BF4644_01_01_m.wav	external	RBML_BobFass_11749061_BF4644_01_01_s.wav	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF4644/Service/RBML_BobFass_11749061_BF4644_01_01_s.wav	external	RBML_BobFass_11749061_BF4644_01_01_s.mp3	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF4644/Streaming/RBML_BobFass_11749061_BF4644_01_01_s.mp3	TBM	TRUE	DLC	Not applicable to sound recording	Finding aid content summary: Kletz-Jones concertina																	Copyright for this file is very complicated							reformatted digital		00:31:52.472	32 minutes				Barcode: CCOH082813		Notes on quality and contents: Audio only in left channel		Year digitized: 2019	Condition note: Broken tape														BF number	BF4644	Original format	audio compact cassette			Base material	Polyester	Acquisition	Gift of Bob Fass											/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF4644/Master/RBML_BobFass_11749061_BF4644_01_01_master.wav	https://example.org/cul-omeka/078	cul-omeka/078	cul:pdcd:customOrder_078		Do Not Publish - This asset should be preserved but not displayed to the public.		On-site Access	Reading Room, Rare Book & Manuscript Library, Columbia University	Current staff, faculty, students	Reading room only																				Radio Unnameable 1986 February 01		In copyright
RBML_BobFass_11749061_BF4644_01_002	RBML_BobFass_11749061_BF4644_01	asset	RBML_BobFass_11749061_BF4644_01_02_m.wav	RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF4644/Master/RBML_BobFass_11749061_BF4644_01_02_m.wav	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF4644/Master/RBML_BobFass_11749061_BF4644_01_02_m.wav	external	RBML_BobFass_11749061_BF4644_01_02_s.wav	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF4644/Service/RBML_BobFass_11749061_BF4644_01_02_s.wav	external	RBML_BobFass_11749061_BF4644_01_02_s.mp3	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF4644/Streaming/RBML_BobFass_11749061_BF4644_01_02_s.mp3	TBM	TRUE	DLC	Not applicable to sound recording	Finding aid content summary: Kletz-Jones concertina																	Copyright for this file is very complicated							reformatted digital		00:31:53.987	32 minutes				Barcode: CCOH082813		Notes on quality and contents: Audio only in left channel; 10 minutes of silence at end of tape		Year digitized: 2019	Condition note: Broken tape														BF number	BF4644	Original format	audio compact cassette			Base material	Polyester	Acquisition	Gift of Bob Fass											/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF4644/Master/RBML_BobFass_11749061_BF4644_01_02_master.wav	https://example.org/cul-omeka/079	cul-omeka/079	cul:pdcd:customOrder_079		Do Not Publish - This asset should be preserved but not displayed to the public.		On-site Access	Reading Room, Rare Book & Manuscript Library, Columbia University	Current staff, faculty, students	Reading room only																				Part number 2		In copyright
RBML_BobFass_11749061_BF4385_01		item										TBM	TRUE	DLC	Not applicable to sound recording	Summary provided during digitization: Sal Salasin	cul:artProperties_1987.080		cul:as:id_080	8277010	Bob Fass papers, circa 1960-2011	http://id.library.columbia.edu/term/cb3164d0-5fb5-4f85-aa7c-767308f2f4cb	Series I: Radio Unnameable, 1963-2011	series	1	Subseries I.4: Radio Unnameable, 1990-2011	subseries	2	Sub-subseries IV: Village Green Preservation Society, 1965-1983	otherlevel:sub-subseries	3	40.8071016,-73.9575438	Copyright for this file is very complicated	Showa;Late Classical	1986 May 24 - 1999 December 31	1986-05-24	1999-12-31		TRUE	reformatted digital		00:47:40.174	48 minutes	sound recordings;mixed materials		Radio call-in shows;Popular music radio programs	Barcode: CCOH085642		Notes on quality and contents: Content ends at 24:18 in this 47 minute long tape		Year digitized: 2019					English	Rare Book & Manuscript Library, Columbia University		Box 183	testSet_Folder_080		testSet_BF0080	Archives	Fass, Bob, 1933---Host--Former owner;Jeremy & the Satyrs (Musical group)--Performer	TRUE	BF number	BF4385	Original format	audio compact cassette			Base material	Polyester	Acquisition	Gift of Bob Fass														cul:pdcd:customOrder_080	New York (N.Y.)		WBAI Radio (New York, N.Y.)					Radio unnameable	1778-0234	80	Paris (France);Tuxedo Park (N.Y.)	United States of America	North America	New York	Northeast	New York	Manhattan	New York	Morningside Heights	10027	114th Street	Hager, Isaac;Hahn, Rob;Haig, Alexander Meigs, 1924-2010;Halburian, Carmen	Slobodkin, Marvin. Inside dope;Subotnick, Morton. Preludes, no. 1	Legislative hearings;Mass media--Censorship;Jazz			Radio Unnameable 1986 May 24	sound recording	In copyright
RBML_BobFass_11749061_BF4385_01_001	RBML_BobFass_11749061_BF4385_01	asset	RBML_BobFass_11749061_BF4385_01_01_m.wav	RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF4385/Master/RBML_BobFass_11749061_BF4385_01_01_m.wav	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF4385/Master/RBML_BobFass_11749061_BF4385_01_01_m.wav	external	RBML_BobFass_11749061_BF4385_01_01_s.wav	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF4385/Service/RBML_BobFass_11749061_BF4385_01_01_s.wav	external	RBML_BobFass_11749061_BF4385_01_01_s.mp3	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF4385/Streaming/RBML_BobFass_11749061_BF4385_01_01_s.mp3	TBM	TRUE	DLC	Not applicable to sound recording	Summary provided during digitization: Sal Salasin																	Copyright for this file is very complicated							reformatted digital		00:47:40.174	48 minutes				Barcode: CCOH085642				Year digitized: 2019															BF number	BF4385	Original format	audio compact cassette			Base material	Polyester	Acquisition	Gift of Bob Fass											/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF4385/Master/RBML_BobFass_11749061_BF4385_01_01_master.wav	https://example.org/cul-omeka/080	cul-omeka/080	cul:pdcd:customOrder_080		Do Not Publish - This asset should be preserved but not displayed to the public.		On-site Access	Reading Room, Rare Book & Manuscript Library, Columbia University	Current staff, faculty, students	Reading room only																				Radio Unnameable 1986 May 24		In copyright
RBML_BobFass_11749061_BF4385_01_002	RBML_BobFass_11749061_BF4385_01	asset	RBML_BobFass_11749061_BF4385_01_02_m.wav	RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF4385/Master/RBML_BobFass_11749061_BF4385_01_02_m.wav	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF4385/Master/RBML_BobFass_11749061_BF4385_01_02_m.wav	external	RBML_BobFass_11749061_BF4385_01_02_s.wav	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF4385/Service/RBML_BobFass_11749061_BF4385_01_02_s.wav	external	RBML_BobFass_11749061_BF4385_01_02_s.mp3	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF4385/Streaming/RBML_BobFass_11749061_BF4385_01_02_s.mp3	TBM	TRUE	DLC	Not applicable to sound recording	Summary provided during digitization: Sal Salasin																	Copyright for this file is very complicated							reformatted digital		00:47:34.199	48 minutes				Barcode: CCOH085642				Year digitized: 2019															BF number	BF4385	Original format	audio compact cassette			Base material	Polyester	Acquisition	Gift of Bob Fass											/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF4385/Master/RBML_BobFass_11749061_BF4385_01_02_master.wav	https://example.org/cul-omeka/081	cul-omeka/081	cul:pdcd:customOrder_081		Do Not Publish - This asset should be preserved but not displayed to the public.		On-site Access	Reading Room, Rare Book & Manuscript Library, Columbia University	Current staff, faculty, students	Reading room only																				Part number 3		In copyright
RBML_BobFass_11749061_BF4671_01		item										TBM	TRUE	DLC	Not applicable to sound recording	Finding aid content summary: Chris Brandt, guest, discussing Nicaragua, political history, and poetry	cul:artProperties_1987.082		cul:as:id_082	8277012	Bob Fass papers, circa 1960-2011	http://id.library.columbia.edu/term/cb3164d0-5fb5-4f85-aa7c-767308f2f4cb	Series I: Radio Unnameable, 1963-2011	series	1	Subseries I.4: Radio Unnameable, 1990-2011	subseries	2	Sub-subseries IV: Village Green Preservation Society, 1965-1983	otherlevel:sub-subseries	3	40.8071016,-73.9575438	Copyright for this file is very complicated	Nara;Corinthian (culture or style, general)	1986 June 07 - 1999 December 31	1986-06-07	1999-12-31		TRUE	reformatted digital		00:30:12.208	30 minutes	sound recordings;mixed materials		Radio call-in shows;Popular music radio programs	Barcode: CCOH083070				Year digitized: 2019	Condition note: Tape broken?				English	Rare Book & Manuscript Library, Columbia University		Box 194	testSet_Folder_082		testSet_BF0082	Archives	Fass, Bob, 1933---Host--Former owner;Klingman, Mark Moogy--Performer	TRUE	BF number	BF4671	Original format	audio compact cassette			Base material	Polyester	Acquisition	Gift of Bob Fass														cul:pdcd:customOrder_082	New York (N.Y.)		WBAI Radio (New York, N.Y.)					Radio unnameable	1778-0234	82	Central Park (New York, N.Y.);Rye (N.Y.)	United States of America	North America	New York	Northeast	New York	Manhattan	New York	Morningside Heights	10027	114th Street	Hardy, Jack, 1947-2011;Hardy, Jeff, 1955-2001;Harmon, Dean;Harmon, Jean	Village voice (Greenwich Village, New York, N.Y.);Subotnick, Morton. Preludes, no. 2	Radicalism;Celebrity impersonators			Radio Unnameable 1986 June 07	sound recording	In copyright
RBML_BobFass_11749061_BF4671_01_001	RBML_BobFass_11749061_BF4671_01	asset	RBML_BobFass_11749061_BF4671_01_01_m.wav	RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF4671/Master/RBML_BobFass_11749061_BF4671_01_01_m.wav	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF4671/Master/RBML_BobFass_11749061_BF4671_01_01_m.wav	external	RBML_BobFass_11749061_BF4671_01_01_s.wav	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF4671/Service/RBML_BobFass_11749061_BF4671_01_01_s.wav	external	RBML_BobFass_11749061_BF4671_01_01_s.mp3	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF4671/Streaming/RBML_BobFass_11749061_BF4671_01_01_s.mp3	TBM	TRUE	DLC	Not applicable to sound recording	Finding aid content summary: Chris Brandt, guest, discussing Nicaragua, political history, and poetry																	Copyright for this file is very complicated							reformatted digital		00:30:12.208	30 minutes				Barcode: CCOH083070				Year digitized: 2019	Condition note: Tape broken?														BF number	BF4671	Original format	audio compact cassette			Base material	Polyester	Acquisition	Gift of Bob Fass											/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF4671/Master/RBML_BobFass_11749061_BF4671_01_01_master.wav	https://example.org/cul-omeka/082	cul-omeka/082	cul:pdcd:customOrder_082		Do Not Publish - This asset should be preserved but not displayed to the public.		On-site Access	Reading Room, Rare Book & Manuscript Library, Columbia University	Current staff, faculty, students	Reading room only																				Radio Unnameable 1986 June 07		In copyright
RBML_BobFass_11749061_BF4671_01_002	RBML_BobFass_11749061_BF4671_01	asset	RBML_BobFass_11749061_BF4671_01_02_m.wav	RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF4671/Master/RBML_BobFass_11749061_BF4671_01_02_m.wav	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF4671/Master/RBML_BobFass_11749061_BF4671_01_02_m.wav	external	RBML_BobFass_11749061_BF4671_01_02_s.wav	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF4671/Service/RBML_BobFass_11749061_BF4671_01_02_s.wav	external	RBML_BobFass_11749061_BF4671_01_02_s.mp3	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF4671/Streaming/RBML_BobFass_11749061_BF4671_01_02_s.mp3	TBM	TRUE	DLC	Not applicable to sound recording	Summary provided during digitization: Lazarus Avenue, Robert and Jennifer, Snapshot, A World, Elvis, Gambling Naked at Dawn, Promenade, Guitar Kid, Roadblock																	Copyright for this file is very complicated							reformatted digital		00:30:12.407	30 minutes				Barcode: CCOH083070				Year digitized: 2019	Condition note: Tape broken?														BF number	BF4671	Original format	audio compact cassette			Base material	Polyester	Acquisition	Gift of Bob Fass											/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF4671/Master/RBML_BobFass_11749061_BF4671_01_02_master.wav	https://example.org/cul-omeka/083	cul-omeka/083	cul:pdcd:customOrder_083		Do Not Publish - This asset should be preserved but not displayed to the public.		On-site Access	Reading Room, Rare Book & Manuscript Library, Columbia University	Current staff, faculty, students	Reading room only																				Part number 3		In copyright
RBML_BobFass_11749061_BF5087_01		item										TBM	TRUE	DLC	Not applicable to sound recording	Finding aid content summary: David Peel	cul:artProperties_1987.084	Title on container: Campell's vegetarian vegetable	cul:as:id_084	8277014	Bob Fass papers, circa 1960-2011	http://id.library.columbia.edu/term/cb3164d0-5fb5-4f85-aa7c-767308f2f4cb	Series I: Radio Unnameable, 1963-2011	series	1	Subseries I.4: Radio Unnameable, 1990-2011	subseries	2	Sub-subseries IV: Village Green Preservation Society, 1965-1983	otherlevel:sub-subseries	3	40.8071016,-73.9575438	Copyright for this file is very complicated	Kamakura;Doric (culture)	1986 July 26 - 1999 December 31	1986-07-26	1999-12-31		TRUE	reformatted digital		00:31:14.637	31 minutes	sound recordings;mixed materials		Radio call-in shows;Popular music radio programs	Barcode: CCOH077933		Notes on quality and contents: For most of tape, audio imbalance		Year digitized: 2019					English	Rare Book & Manuscript Library, Columbia University		Box 211	testSet_Folder_084		testSet_BF0084	Archives	Fass, Bob, 1933---Host--Former owner;Koch, Ed, 1924-2013--Interviewee	TRUE	BF number	BF5087	Original format	audio compact cassette	Dimensions	Audiocassette	Base material	Polyester	Acquisition	Gift of Bob Fass														cul:pdcd:customOrder_084	New York (N.Y.)		WBAI Radio (New York, N.Y.)					Radio unnameable	1778-0234	84	Broadway (New York, N.Y.);Morristown (N.J.)	United States of America	North America	New York	Northeast	New York	Manhattan	New York	Morningside Heights	10027	114th Street	Hat, Lenny;Hawkins, Screamin' Jay;Hayes, C. W.;Heaney, Joe, 1919-1984	Whole earth catalog (New York, N.Y.);Subotnick, Morton. Preludes, no. 3	Demonstrations;Mental health services		The	Radio Unnameable 1986 July 26	sound recording	In copyright
RBML_BobFass_11749061_BF5087_01_001	RBML_BobFass_11749061_BF5087_01	asset	RBML_BobFass_11749061_BF5087_01_01_m.wav	RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF5087/Master/RBML_BobFass_11749061_BF5087_01_01_m.wav	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF5087/Master/RBML_BobFass_11749061_BF5087_01_01_m.wav	external	RBML_BobFass_11749061_BF5087_01_01_s.wav	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF5087/Service/RBML_BobFass_11749061_BF5087_01_01_s.wav	external	RBML_BobFass_11749061_BF5087_01_01_s.mp3	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF5087/Streaming/RBML_BobFass_11749061_BF5087_01_01_s.mp3	TBM	TRUE	DLC	Not applicable to sound recording	Finding aid content summary: David Peel		Title on container: Campell's vegetarian vegetable															Copyright for this file is very complicated							reformatted digital		00:31:14.637	31 minutes				Barcode: CCOH077933				Year digitized: 2019															BF number	BF5087	Original format	audio compact cassette	Dimensions	Audiocassette	Base material	Polyester	Acquisition	Gift of Bob Fass											/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF5087/Master/RBML_BobFass_11749061_BF5087_01_01_master.wav	https://example.org/cul-omeka/084	cul-omeka/084	cul:pdcd:customOrder_084		Do Not Publish - This asset should be preserved but not displayed to the public.		On-site Access	Reading Room, Rare Book & Manuscript Library, Columbia University	Current staff, faculty, students	Reading room only																				Radio Unnameable 1986 July 26		In copyright
RBML_BobFass_11749061_BF5087_01_002	RBML_BobFass_11749061_BF5087_01	asset	RBML_BobFass_11749061_BF5087_01_02_m.wav	RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF5087/Master/RBML_BobFass_11749061_BF5087_01_02_m.wav	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF5087/Master/RBML_BobFass_11749061_BF5087_01_02_m.wav	external	RBML_BobFass_11749061_BF5087_01_02_s.wav	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF5087/Service/RBML_BobFass_11749061_BF5087_01_02_s.wav	external	RBML_BobFass_11749061_BF5087_01_02_s.mp3	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF5087/Streaming/RBML_BobFass_11749061_BF5087_01_02_s.mp3	TBM	TRUE	DLC	Not applicable to sound recording	Finding aid content summary: David Peel																	Copyright for this file is very complicated							reformatted digital		00:31:14.92	31 minutes				Barcode: CCOH077933				Year digitized: 2019															BF number	BF5087	Original format	audio compact cassette	Dimensions	Audiocassette	Base material	Polyester	Acquisition	Gift of Bob Fass											/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF5087/Master/RBML_BobFass_11749061_BF5087_01_02_master.wav	https://example.org/cul-omeka/085	cul-omeka/085	cul:pdcd:customOrder_085		Do Not Publish - This asset should be preserved but not displayed to the public.		On-site Access	Reading Room, Rare Book & Manuscript Library, Columbia University	Current staff, faculty, students	Reading room only																				Part number 1 of 3		In copyright
RBML_BobFass_11749061_BF4860_01		item										TBM	TRUE	DLC	Not applicable to sound recording	Finding aid content summary: Paul Gorman's Action on Homelessness	cul:artProperties_1987.086		cul:as:id_086	8277016	Bob Fass papers, circa 1960-2011	http://id.library.columbia.edu/term/cb3164d0-5fb5-4f85-aa7c-767308f2f4cb	Series I: Radio Unnameable, 1963-2011	series	1	Subseries I.4: Radio Unnameable, 1990-2011	subseries	2	Sub-subseries IV: Village Green Preservation Society, 1965-1983	otherlevel:sub-subseries	3	40.8071016,-73.9575438	Copyright for this file is very complicated	Edo;Epirot	1986 November 22 - 1999 December 31?	1986-11-22	1999-12-31	questionable	TRUE	reformatted digital		00:40:26.554	40 minutes	sound recordings;mixed materials		Radio call-in shows;Popular music radio programs	Barcode: CCOH075272				Year digitized: 2019			Broadcast number: 31738		English	Rare Book & Manuscript Library, Columbia University		Box 200	testSet_Folder_086		testSet_BF0086	Archives	Fass, Bob, 1933---Host--Former owner;Kupferberg, Tuli--Performer	TRUE	BF number	BF4860	Original format	audio compact cassette			Base material	Polyester	Acquisition	Gift of Bob Fass	Additional physical form	Compact disc			Language	English; interview portion is in Berber with simultaneous English interpretation			Bibliography	Includes no bibliographical references				cul:pdcd:customOrder_086	New York (N.Y.)		WBAI Radio (New York, N.Y.)					Radio unnameable	1778-0234	86	Marcy, Mount (N.Y.);Asheville (N.C.)	United States of America	North America	New York	Northeast	New York	Manhattan	New York	Morningside Heights	10027	114th Street	Herman, Dave;Herman, Jean, 1933-;Highlander Folk School (Monteagle, Tenn.);Hoffman, Abbie	Dylan, Bob, 1941-. Self portrait;Subotnick, Morton. Preludes, no. 4	Agricultural laborers		A	Radio Unnameable 1986 November 22	sound recording	In copyright
